server_resp_timef, bd_timef, cpu_usage, memory_usage
0.18033409118652344,0.07936954498291016,44.7,0.027923583984375
0.163712739944458,0.06274652481079102,52.5,0.027923583984375
0.16382145881652832,0.06284022331237793,46.2,0.027923583984375
0.16351604461669922,0.06277894973754883,42.5,0.027923583984375
0.16491484642028809,0.06393861770629883,37.5,0.027923583984375
0.16353368759155273,0.06278848648071289,50.0,0.027923583984375
0.15371441841125488,0.05258440971374512,35.3,0.027923583984375
0.16400599479675293,0.06314992904663086,44.7,0.027923583984375
0.16430044174194336,0.06334495544433594,41.7,0.027923583984375
0.16369199752807617,0.06287312507629395,41.7,0.027923583984375
0.15341496467590332,0.05239248275756836,43.2,0.027923583984375
0.16363835334777832,0.0628347396850586,35.3,0.027923583984375
0.15328407287597656,0.052536725997924805,38.9,0.027923583984375
0.16427087783813477,0.06350326538085938,41.7,0.027923583984375
0.1532900333404541,0.05233001708984375,45.0,0.027923583984375
0.16374826431274414,0.06288790702819824,50.0,0.027923583984375
0.1975867748260498,0.09669208526611328,85.0,0.027923583984375
0.16417217254638672,0.06279873847961426,56.8,0.027923583984375
0.16318154335021973,0.06231093406677246,63.2,0.027923583984375
0.15306901931762695,0.05212998390197754,51.4,0.027923583984375
0.19423937797546387,0.08670926094055176,45.9,0.027923583984375
0.1808338165283203,0.08002400398254395,35.1,0.027923583984375
0.18127179145812988,0.08056163787841797,18.7,0.027923583984375
0.17019104957580566,0.06936836242675781,38.9,0.027923583984375
0.16975927352905273,0.06897640228271484,45.9,0.027923583984375
0.16993212699890137,0.06886744499206543,29.7,0.027923583984375
0.17499160766601562,0.07423901557922363,59.5,0.027923583984375
0.16473078727722168,0.06392550468444824,33.3,0.027923583984375
0.1805863380432129,0.07977175712585449,46.3,0.027923583984375
0.16431307792663574,0.06330013275146484,47.4,0.027923583984375
0.1747434139251709,0.07402396202087402,50.0,0.027923583984375
0.1703345775604248,0.06954097747802734,39.5,0.027923583984375
0.17035746574401855,0.06962299346923828,42.9,0.027923583984375
0.1757807731628418,0.07485294342041016,40.0,0.027923583984375
0.17514538764953613,0.0741586685180664,42.1,0.027923583984375
0.17491436004638672,0.07396197319030762,36.1,0.027923583984375
0.1747453212738037,0.07398056983947754,35.1,0.027923583984375
0.16997241973876953,0.06921553611755371,43.6,0.027923583984375
0.16506719589233398,0.0640723705291748,50.0,0.027923583984375
0.1802980899810791,0.0794215202331543,46.3,0.027923583984375
0.19701623916625977,0.0961756706237793,40.0,0.027923583984375
0.169877290725708,0.0688941478729248,40.0,0.027923583984375
0.1693563461303711,0.06857538223266602,36.4,0.027923583984375
0.16979718208312988,0.06905865669250488,41.2,0.027923583984375
0.1751999855041504,0.07448005676269531,44.7,0.027923583984375
0.16446948051452637,0.06375575065612793,37.1,0.027923583984375
0.16987228393554688,0.06913948059082031,46.3,0.027923583984375
0.17035365104675293,0.06943345069885254,48.8,0.027923583984375
0.17485761642456055,0.07410144805908203,47.4,0.027923583984375
0.16472315788269043,0.06395435333251953,45.7,0.027923583984375
0.16461467742919922,0.06373238563537598,44.7,0.027923583984375
0.16429686546325684,0.06345701217651367,43.6,0.027923583984375
0.17508602142333984,0.07435846328735352,40.0,0.027923583984375
0.1648714542388916,0.06387591361999512,37.8,0.027923583984375
0.17493224143981934,0.07399296760559082,38.9,0.027923583984375
0.16418838500976562,0.06328415870666504,42.5,0.027923583984375
0.17448639869689941,0.07353591918945312,42.9,0.027923583984375
0.17477750778198242,0.07392072677612305,48.8,0.027923583984375
0.16419124603271484,0.06321430206298828,45.2,0.027923583984375
0.17414474487304688,0.07336592674255371,47.6,0.027923583984375
0.1806039810180664,0.07983946800231934,34.2,0.027923583984375
0.1645357608795166,0.0637209415435791,45.0,0.027923583984375
0.16413187980651855,0.06342101097106934,46.3,0.027923583984375
0.16427350044250488,0.06351876258850098,46.2,0.027923583984375
0.16423845291137695,0.06352472305297852,43.6,0.027923583984375
0.16417837142944336,0.06346869468688965,42.1,0.027923583984375
0.17590069770812988,0.07492899894714355,41.7,0.027923583984375
0.16384458541870117,0.06301569938659668,44.7,0.027923583984375
0.16440129280090332,0.06345272064208984,41.7,0.027923583984375
0.16432905197143555,0.06302881240844727,40.0,0.027923583984375
