server_resp_timef, bd_timef, cpu_usage, memory_usage
0.10491704940795898,0.003268003463745117,17.6,0.031223297119140625
0.10206484794616699,0.0008983612060546875,40.0,0.03137969970703125
0.10133123397827148,0.0004432201385498047,45.7,0.03137969970703125
0.10157656669616699,0.0006227493286132812,6.1,0.03137969970703125
0.10127711296081543,0.00043511390686035156,27.3,0.03137969970703125
0.10125160217285156,0.00042724609375,31.4,0.03137969970703125
0.10160589218139648,0.0006208419799804688,11.8,0.03137969970703125
0.10128593444824219,0.0004394054412841797,23.5,0.03137969970703125
0.10158419609069824,0.0006248950958251953,21.2,0.03137969970703125
0.10488390922546387,0.0006496906280517578,9.4,0.03137969970703125
0.1016230583190918,0.0006465911865234375,9.4,0.03137969970703125
0.1015462875366211,0.0005769729614257812,26.8,0.03137969970703125
0.10162091255187988,0.00061798095703125,27.5,0.03137969970703125
0.10170483589172363,0.0006489753723144531,23.7,0.03137969970703125
0.10143089294433594,0.0004975795745849609,31.4,0.03137969970703125
0.10172605514526367,0.0006399154663085938,3.2,0.03137969970703125
0.10126948356628418,0.00043201446533203125,31.4,0.03137969970703125
0.10164952278137207,0.0006456375122070312,41.0,0.03137969970703125
0.10162091255187988,0.0006432533264160156,35.0,0.03137969970703125
0.10165572166442871,0.0006685256958007812,30.8,0.03137969970703125
0.10172033309936523,0.0006539821624755859,17.1,0.03137969970703125
0.10172486305236816,0.0006377696990966797,31.6,0.03137969970703125
0.1018831729888916,0.0006802082061767578,34.1,0.03137969970703125
0.10197758674621582,0.0006861686706542969,37.8,0.03137969970703125
0.10154175758361816,0.0004858970642089844,39.5,0.03137969970703125
0.10265445709228516,0.0006079673767089844,34.2,0.031505584716796875
0.10374832153320312,0.0006728172302246094,30.0,0.031505584716796875
0.10193681716918945,0.0006549358367919922,30.0,0.031505584716796875
0.10201787948608398,0.0007104873657226562,28.9,0.031505584716796875
0.10192656517028809,0.0006730556488037109,11.8,0.031505584716796875
0.1025078296661377,0.0012488365173339844,34.1,0.031505584716796875
0.10194540023803711,0.0006754398345947266,27.5,0.031505584716796875
0.10212564468383789,0.0007040500640869141,26.3,0.031505584716796875
0.10195541381835938,0.0006737709045410156,30.8,0.031505584716796875
0.10146832466125488,0.0004687309265136719,22.9,0.031505584716796875
0.10177397727966309,0.0006580352783203125,51.4,0.031505584716796875
0.10170102119445801,0.000579833984375,20.0,0.031505584716796875
0.10181045532226562,0.0005934238433837891,34.2,0.031505584716796875
0.10143661499023438,0.0005040168762207031,28.2,0.031505584716796875
0.10148358345031738,0.0005540847778320312,39.0,0.031505584716796875
0.1017298698425293,0.0006580352783203125,25.0,0.031505584716796875
0.10144233703613281,0.0004649162292480469,25.6,0.031505584716796875
0.10192441940307617,0.0006592273712158203,30.8,0.031505584716796875
0.10210156440734863,0.0007185935974121094,20.0,0.031505584716796875
0.10199570655822754,0.0006537437438964844,27.5,0.031505584716796875
0.10199427604675293,0.0006725788116455078,27.5,0.031505584716796875
0.10211014747619629,0.0007162094116210938,28.2,0.031505584716796875
0.1020350456237793,0.0006725788116455078,23.5,0.031505584716796875
0.10204339027404785,0.0006847381591796875,44.4,0.031505584716796875
0.10199737548828125,0.0006539821624755859,6.2,0.031505584716796875
0.10199499130249023,0.0006475448608398438,18.2,0.031505584716796875
0.10211324691772461,0.0006837844848632812,24.2,0.031505584716796875
0.10210180282592773,0.0006971359252929688,21.6,0.031505584716796875
0.10210847854614258,0.000705718994140625,17.6,0.031505584716796875
0.10235357284545898,0.0009918212890625,27.5,0.031505584716796875
0.10206389427185059,0.0006766319274902344,31.7,0.031505584716796875
0.10180521011352539,0.0006608963012695312,29.7,0.031505584716796875
0.1018667221069336,0.0006470680236816406,25.7,0.031505584716796875
0.10191583633422852,0.000640869140625,28.2,0.031505584716796875
0.1018681526184082,0.0006291866302490234,43.9,0.031505584716796875
0.10198450088500977,0.0006530284881591797,38.1,0.031505584716796875
0.10203170776367188,0.0006549358367919922,47.7,0.031505584716796875
0.10179305076599121,0.0006339550018310547,22.2,0.031505584716796875
0.1015012264251709,0.0004475116729736328,25.6,0.031505584716796875
0.10203051567077637,0.000659942626953125,29.3,0.031505584716796875
0.10176372528076172,0.0006463527679443359,26.8,0.031505584716796875
0.10202908515930176,0.0006389617919921875,48.7,0.031505584716796875
0.10162830352783203,0.0005404949188232422,18.2,0.031505584716796875
0.10209488868713379,0.0006494522094726562,21.6,0.031505584716796875
0.10247492790222168,0.0011072158813476562,27.5,0.031505584716796875
0.10201382637023926,0.0006437301635742188,31.0,0.031505584716796875
0.10264992713928223,0.0006935596466064453,30.0,0.031505584716796875
0.10185742378234863,0.0006263256072998047,22.2,0.031505584716796875
0.10174012184143066,0.0006244182586669922,21.1,0.031505584716796875
0.10171794891357422,0.0006403923034667969,27.5,0.031505584716796875
0.10226798057556152,0.0006761550903320312,26.3,0.031505584716796875
0.10182619094848633,0.0006661415100097656,25.6,0.031505584716796875
0.1018075942993164,0.0006504058837890625,32.4,0.031505584716796875
0.10187888145446777,0.0006520748138427734,14.3,0.031505584716796875
0.10179996490478516,0.0006322860717773438,25.6,0.031505584716796875
0.10212469100952148,0.0006678104400634766,28.9,0.031505584716796875
0.10174322128295898,0.00047969818115234375,29.4,0.031505584716796875
0.10200357437133789,0.0006070137023925781,25.7,0.031505584716796875
0.10158753395080566,0.00045418739318847656,27.5,0.031505584716796875
0.10181975364685059,0.0006315708160400391,29.7,0.031505584716796875
0.1018211841583252,0.0006318092346191406,22.2,0.031505584716796875
0.1016547679901123,0.00048232078552246094,37.5,0.031505584716796875
0.1018991470336914,0.0006697177886962891,27.5,0.031505584716796875
0.10197591781616211,0.0006575584411621094,36.6,0.031505584716796875
0.10185599327087402,0.0006296634674072266,12.1,0.031505584716796875
0.10187768936157227,0.000637054443359375,27.5,0.031505584716796875
0.10194683074951172,0.0006594657897949219,36.6,0.031505584716796875
0.10206770896911621,0.0006227493286132812,35.9,0.031505584716796875
0.10197854042053223,0.0005285739898681641,29.7,0.031505584716796875
0.10179257392883301,0.00045228004455566406,22.9,0.031505584716796875
0.10248851776123047,0.0006604194641113281,27.5,0.031505584716796875
0.10220623016357422,0.0006809234619140625,35.0,0.031505584716796875
0.10218477249145508,0.0006616115570068359,25.0,0.031505584716796875
0.10222530364990234,0.0006616115570068359,32.5,0.031505584716796875
0.10228490829467773,0.0006859302520751953,6.3,0.031505584716796875
0.10213899612426758,0.0006570816040039062,30.0,0.031505584716796875
0.10228776931762695,0.0008397102355957031,19.4,0.031505584716796875
0.10164499282836914,0.00044989585876464844,27.5,0.031505584716796875
0.10232043266296387,0.0006432533264160156,75.6,0.031505584716796875
0.10212540626525879,0.0006475448608398438,25.6,0.031505584716796875
0.10183477401733398,0.0006287097930908203,27.5,0.031505584716796875
0.1016845703125,0.00044918060302734375,31.7,0.031505584716796875
0.1016695499420166,0.00045752525329589844,12.1,0.031505584716796875
0.10214018821716309,0.0006778240203857422,25.6,0.031505584716796875
0.10197138786315918,0.0006563663482666016,30.8,0.031505584716796875
0.10199165344238281,0.0006554126739501953,25.6,0.031505584716796875
0.10223817825317383,0.0006470680236816406,30.0,0.031505584716796875
0.10211324691772461,0.0006554126739501953,36.6,0.031505584716796875
0.10240888595581055,0.0011980533599853516,11.8,0.031505584716796875
0.10190463066101074,0.0005259513854980469,25.0,0.031505584716796875
0.10165810585021973,0.0004534721374511719,25.6,0.031505584716796875
0.1018214225769043,0.0006253719329833984,25.6,0.031505584716796875
0.10187578201293945,0.0006530284881591797,23.5,0.031505584716796875
0.10167646408081055,0.00047850608825683594,23.1,0.031505584716796875
0.10197734832763672,0.0006844997406005859,32.4,0.031505584716796875
0.10206913948059082,0.0006604194641113281,14.7,0.031505584716796875
0.10190582275390625,0.0006303787231445312,25.6,0.031505584716796875
0.10187768936157227,0.0006225109100341797,30.0,0.031505584716796875
0.10187172889709473,0.0006110668182373047,23.7,0.031505584716796875
0.10188722610473633,0.0006263256072998047,28.9,0.031505584716796875
0.10195088386535645,0.0006594657897949219,11.8,0.031505584716796875
0.10190081596374512,0.0006256103515625,25.6,0.031505584716796875
0.1019284725189209,0.0006430149078369141,28.9,0.031505584716796875
0.10204339027404785,0.0006551742553710938,27.5,0.031505584716796875
0.10187888145446777,0.0006124973297119141,22.9,0.031505584716796875
0.10191512107849121,0.0006175041198730469,19.4,0.031505584716796875
0.10189223289489746,0.0006134510040283203,25.6,0.031505584716796875
0.10192322731018066,0.0006561279296875,27.5,0.031505584716796875
0.10204005241394043,0.0006513595581054688,23.7,0.031505584716796875
0.10194158554077148,0.0006608963012695312,28.9,0.031505584716796875
0.10191488265991211,0.0006341934204101562,9.1,0.031505584716796875
0.10210061073303223,0.0006518363952636719,28.2,0.031505584716796875
0.1021120548248291,0.0006432533264160156,37.5,0.031505584716796875
0.10187315940856934,0.0006022453308105469,36.1,0.031505584716796875
0.1020665168762207,0.0006263256072998047,42.1,0.031505584716796875
0.10190105438232422,0.0006010532379150391,35.0,0.031505584716796875
0.10192990303039551,0.0006246566772460938,12.1,0.031505584716796875
0.1020665168762207,0.0006542205810546875,27.5,0.031505584716796875
0.10199809074401855,0.0006222724914550781,31.7,0.031505584716796875
0.10196995735168457,0.0006082057952880859,30.0,0.031505584716796875
0.10203385353088379,0.0006489753723144531,22.2,0.031505584716796875
0.10195374488830566,0.0006172657012939453,28.6,0.031505584716796875
0.10175776481628418,0.00044083595275878906,22.9,0.031505584716796875
0.10178017616271973,0.0004513263702392578,39.5,0.031505584716796875
0.1019287109375,0.0006117820739746094,11.8,0.031505584716796875
0.10193061828613281,0.0006110668182373047,25.6,0.031505584716796875
0.1019291877746582,0.0006103515625,27.0,0.031505584716796875
0.10206484794616699,0.0006129741668701172,36.8,0.031505584716796875
0.10292363166809082,0.0010857582092285156,9.1,0.031505584716796875
0.10179662704467773,0.000457763671875,25.0,0.031505584716796875
0.10194087028503418,0.0006117820739746094,25.0,0.031505584716796875
0.10178995132446289,0.0004534721374511719,12.1,0.031505584716796875
0.10177087783813477,0.00045490264892578125,35.7,0.031505584716796875
0.10192346572875977,0.0006110668182373047,27.5,0.031505584716796875
0.10192251205444336,0.0006127357482910156,35.7,0.031505584716796875
0.10316824913024902,0.0006685256958007812,22.2,0.031505584716796875
0.10183238983154297,0.00043582916259765625,23.5,0.031505584716796875
0.1017765998840332,0.00042629241943359375,35.1,0.031505584716796875
0.10210585594177246,0.0004584789276123047,8.8,0.031505584716796875
0.10182476043701172,0.00045490264892578125,27.5,0.031505584716796875
0.10197091102600098,0.0006170272827148438,26.3,0.031505584716796875
0.10213136672973633,0.000453948974609375,11.8,0.031505584716796875
0.10259103775024414,0.000637054443359375,35.0,0.031505584716796875
0.10199689865112305,0.0006361007690429688,25.0,0.031505584716796875
0.10265851020812988,0.00066375732421875,28.9,0.031505584716796875
0.10189437866210938,0.0004975795745849609,3.1,0.031505584716796875
0.1018362045288086,0.00044846534729003906,29.3,0.031505584716796875
0.10216569900512695,0.0006449222564697266,36.6,0.031505584716796875
